pool_address,coverage_arrays,active_bin_id,bin_step,bin_array_index,bin_array_pubkey,neighbor_offset,derivation_success,confidence,invalid_reason
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-181,13TjQEE3cDSrnqCxVxwqnzrFFww8JPCM4fw9FGiwnBh4,-6,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-180,HE6kC4hi7WMAH1bi2aeWjRSNKXpVc3bU1PKWCe7jYaU4,-5,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-179,AsGyVSb49zHcGhdcYUb8KNcPxTb93tzQ9xQVLFUtsupu,-4,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-178,DDgNF4ptBpGPTx7ABaJeH2tRYfAqm1xeTN2DzfLccqaL,-3,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-177,7cZeMDMH8YPF5YtgoWaCSw4eQVqjcqBcqCK9Fe2zih9n,-2,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-176,99daE4xkHTmziJZYh6XzfQ8mRqJD6kiYbDVtf8mRhoUL,-1,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-175,HEG2LuUaJNZNS7EYD5qXL8G3FAHEHKzWZaMPCu3osU1R,0,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-174,7tfRkX2QnictEJEZkdw85QVs3zTm21UTqPdz4Dk5fnvP,1,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-173,DC9tTtTmhDeewop2cfp8hSt2ytevZmgRoR97YA4vkJaT,2,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-172,6eKePPT6Z5HNifUrv1WQ9joJgV33opcpf5NC7Zx5j4f6,3,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-171,6YBVoTvd9AM6PWbqT4EZXcDcDEkDTvHiDMzy44HAnZvc,4,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,12,-12248,2,-170,B1rvUUVQuGgEWDkT7Q1cDZPYkgm1cUtWGuuqMCRKsoLH,5,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-182,3QfJJGHj7SAGHD4Pbnek7rQDJF1UEXAgXwLSuA9uPEBp,-7,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-181,13TjQEE3cDSrnqCxVxwqnzrFFww8JPCM4fw9FGiwnBh4,-6,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-180,HE6kC4hi7WMAH1bi2aeWjRSNKXpVc3bU1PKWCe7jYaU4,-5,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-179,AsGyVSb49zHcGhdcYUb8KNcPxTb93tzQ9xQVLFUtsupu,-4,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-178,DDgNF4ptBpGPTx7ABaJeH2tRYfAqm1xeTN2DzfLccqaL,-3,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-177,7cZeMDMH8YPF5YtgoWaCSw4eQVqjcqBcqCK9Fe2zih9n,-2,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-176,99daE4xkHTmziJZYh6XzfQ8mRqJD6kiYbDVtf8mRhoUL,-1,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-175,HEG2LuUaJNZNS7EYD5qXL8G3FAHEHKzWZaMPCu3osU1R,0,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-174,7tfRkX2QnictEJEZkdw85QVs3zTm21UTqPdz4Dk5fnvP,1,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-173,DC9tTtTmhDeewop2cfp8hSt2ytevZmgRoR97YA4vkJaT,2,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-172,6eKePPT6Z5HNifUrv1WQ9joJgV33opcpf5NC7Zx5j4f6,3,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-171,6YBVoTvd9AM6PWbqT4EZXcDcDEkDTvHiDMzy44HAnZvc,4,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-170,B1rvUUVQuGgEWDkT7Q1cDZPYkgm1cUtWGuuqMCRKsoLH,5,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-169,FXCqmBgE9nZGn5fw3whDCvPbqek7oqwkqHgCCy7A2P8W,6,true,0.95,
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,15,-12248,2,-168,DvkVN8zQX6aE3DpSVQgGMPcAsohUEcAgbxBKahpVnAhp,7,true,0.95,
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,5,-236,100,-6,Cw8jbQM1Z6cJ7FdFfciXqXoCj7MCJEo8jXdr7phEUdmi,-2,true,0.95,
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,5,-236,100,-5,yhkw7F4xFVLWmF775cfj56gMQhNZchrmdpSBALC6Z5j,-1,true,0.95,
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,5,-236,100,-4,29JynFXae8M6FLSmNPpDbTsEfXhxhxmSCQFGnBnFsU2N,0,true,0.95,
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,5,-236,100,-3,G1BHyB19ozazdUtAdHJbHW8KXoJqsWq4XMiH64WNRHFz,1,true,0.95,
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,5,-236,100,-2,3vRwQLkGVtwEApqwnnAFkZCCefS29tKdcwe53eJG1XQX,2,true,0.95,
